21,24,124,141,224,240,258,260,300,318,320,321,324,366,404,424,440,734,860,1121,1268,1433,1908,2063,2228,2324
21,24,124,141,224,240,260,280,300,318,320,321,324,366,404,424,734,1080,1268,1418,1717,1908,1927,1994,2228,2237
21,24,124,141,224,260,300,318,320,321,324,366,370,404,424,440,734,860,1268,1433,1729,1872,1908,1927,2027,2324
21,24,124,141,224,240,260,280,300,318,320,321,324,366,404,440,734,860,947,1268,1433,1717,1872,1908,2063,2324
21,24,141,224,240,260,300,318,320,321,324,366,404,424,440,734,860,1268,1418,1908,2237
21,24,124,141,224,240,260,280,300,318,320,321,324,366,370,404,424,734,1268,1433,1858,1872,1908,2164,2237,2324
