Trial 0
"dict_keys(['l2reg', 'lr', 'momentum', 'neurons1', 'neurons2', 'noise', 'weight_decay'])","dict_values([0.001, 0.001, 0.1, 20, 20, 0.1, 1e-07])"
training,95.90277777777779,validation,95.20833333333333
Trial 1
"dict_keys(['l2reg', 'lr', 'momentum', 'neurons1', 'neurons2', 'noise', 'weight_decay'])","dict_values([0.005, 0.005, 0.4, 25, 20, 0.3, 1e-07])"
training,97.98611111111111,validation,96.04166666666667
Trial 2
"dict_keys(['l2reg', 'lr', 'momentum', 'neurons1', 'neurons2', 'noise', 'weight_decay'])","dict_values([0.0005, 0.01, 0.2, 100, 20, 0.3, 1e-05])"
training,97.56944444444444,validation,95.41666666666667
Trial 3
"dict_keys(['l2reg', 'lr', 'momentum', 'neurons1', 'neurons2', 'noise', 'weight_decay'])","dict_values([0.001, 0.001, 0.4, 20, 0, 0.6, 1e-06])"
training,95.06944444444444,validation,94.58333333333333
Trial 4
"dict_keys(['l2reg', 'lr', 'momentum', 'neurons1', 'neurons2', 'noise', 'weight_decay'])","dict_values([0.001, 0.001, 0.4, 50, 20, 0.1, 1e-07])"
training,97.98611111111111,validation,95.20833333333333
Trial 5
"dict_keys(['l2reg', 'lr', 'momentum', 'neurons1', 'neurons2', 'noise', 'weight_decay'])","dict_values([0.005, 0.005, 0.4, 20, 40, 1.0, 1e-08])"
training,94.79166666666666,validation,94.58333333333333
Trial 6
"dict_keys(['l2reg', 'lr', 'momentum', 'neurons1', 'neurons2', 'noise', 'weight_decay'])","dict_values([0.0005, 0.005, 0.2, 100, 100, 0.6, 1e-05])"
training,96.94444444444444,validation,95.41666666666667
Trial 7
"dict_keys(['l2reg', 'lr', 'momentum', 'neurons1', 'neurons2', 'noise', 'weight_decay'])","dict_values([0.005, 0.005, 0.2, 100, 100, 0.3, 1e-06])"
training,98.88888888888889,validation,96.45833333333333
Trial 8
"dict_keys(['l2reg', 'lr', 'momentum', 'neurons1', 'neurons2', 'noise', 'weight_decay'])","dict_values([0.0005, 0.01, 0.9, 25, 20, 1.0, 1e-05])"
training,96.66666666666667,validation,94.375
Trial 9
"dict_keys(['l2reg', 'lr', 'momentum', 'neurons1', 'neurons2', 'noise', 'weight_decay'])","dict_values([0.0005, 0.01, 0.9, 25, 40, 0.6, 1e-08])"
training,97.70833333333333,validation,95.625
Trial 10
"dict_keys(['l2reg', 'lr', 'momentum', 'neurons1', 'neurons2', 'noise', 'weight_decay'])","dict_values([0.005, 0.01, 0.9, 40, 100, 0.6, 1e-08])"
training,98.47222222222223,validation,96.25
Trial 11
"dict_keys(['l2reg', 'lr', 'momentum', 'neurons1', 'neurons2', 'noise', 'weight_decay'])","dict_values([0.0005, 0.001, 0.1, 50, 20, 0.3, 1e-06])"
training,96.25,validation,95.20833333333333
Trial 12
"dict_keys(['l2reg', 'lr', 'momentum', 'neurons1', 'neurons2', 'noise', 'weight_decay'])","dict_values([0.005, 0.01, 0.4, 25, 100, 1.0, 1e-05])"
training,95.55555555555556,validation,93.95833333333333
Trial 13
"dict_keys(['l2reg', 'lr', 'momentum', 'neurons1', 'neurons2', 'noise', 'weight_decay'])","dict_values([0.005, 0.005, 0.2, 20, 100, 1.0, 1e-05])"
training,95.27777777777777,validation,94.58333333333333
Trial 14
"dict_keys(['l2reg', 'lr', 'momentum', 'neurons1', 'neurons2', 'noise', 'weight_decay'])","dict_values([0.005, 0.005, 0.9, 40, 40, 0.6, 1e-07])"
training,97.5,validation,95.83333333333334
Trial 15
"dict_keys(['l2reg', 'lr', 'momentum', 'neurons1', 'neurons2', 'noise', 'weight_decay'])","dict_values([0.005, 0.001, 0.9, 40, 20, 0.1, 1e-07])"
training,99.09722222222223,validation,95.83333333333334
Trial 16
